product_id,product_name,category,brand,cost_price,unit_price,margin_pct,profit_per_unit,price_range,margin_category
P0034,brand b draw,electronics,brand a,133.5,189.42,29.52,55.91999999999999,mid Range,high margin
P0035,brand d sure,personal care,brand a,136.31,270.68,49.64,134.37,mid Range,high margin
P0036,brand a beautiful,electronics,brand d,147.0,267.62,45.07,120.62,mid Range,high margin
P0037,brand a one,apparel,brand b,42.09,63.29,33.5,21.199999999999996,budget,high margin
P0038,brand d the,apparel,brand c,95.21,179.66,47.01,84.45,mid Range,high margin
P0039,brand a professor,personal care,brand a,14.86,29.71,49.98,14.850000000000001,budget,high margin
P0040,brand a identify,electronics,brand b,37.43,57.53,34.94,20.1,budget,high margin
P0041,brand b prevent,personal care,brand a,37.1,40.88,9.25,3.780000000000001,budget,low margin
P0042,brand d outside,home & kitchen,brand d,60.62,104.69,42.1,44.07,mid Range,high margin
P0043,brand d who,apparel,unknown,62.86,123.95,49.29,61.09,mid Range,high margin
P0044,brand a argue,home & kitchen,unknown,14.78,22.6,34.6,7.820000000000002,budget,high margin
P0045,brand b tend,electronics,brand a,171.01,198.66,13.92,27.650000000000006,mid Range,medium margin
P0046,brand a usually,apparel,brand d,28.38,53.96,47.41,25.580000000000002,budget,high margin
P0047,brand b son,electronics,brand a,86.75,141.0,38.48,54.25,mid Range,high margin
P0048,brand c carry,home & kitchen,brand b,135.6,187.5,27.68,51.900000000000006,mid Range,high margin
P0049,brand c bit,personal care,unknown,135.98,186.29,27.01,50.31,mid Range,high margin
P0050,brand c marriage,electronics,brand a,94.37,188.61,49.97,94.24000000000001,mid Range,high margin
P0051,brand a table,electronics,brand b,103.65,126.37,17.98,22.72,mid Range,medium margin
P0052,brand c agency,electronics,brand b,77.06,95.71,19.49,18.64999999999999,budget,medium margin
P0053,brand c decision,electronics,brand c,186.69,222.76,16.19,36.06999999999999,mid Range,medium margin
P0054,brand b our,home & kitchen,brand a,178.49,315.6,43.44,137.11,mid Range,high margin
P0055,brand b day,home & kitchen,brand c,122.94,214.63,42.72,91.69,mid Range,high margin
P0056,brand b operation,home & kitchen,brand d,53.97,103.48,47.84,49.510000000000005,mid Range,high margin
P0057,brand a majority,electronics,brand d,166.72,190.01,12.26,23.289999999999992,mid Range,medium margin
P0058,brand c recently,apparel,unknown,36.51,54.68,33.23,18.17,budget,high margin
P0059,brand d mother,electronics,brand a,19.67,37.27,47.22,17.6,budget,high margin
P0060,brand b society,electronics,brand c,118.59,146.26,18.92,27.669999999999987,mid Range,medium margin
P0061,brand b off,electronics,brand c,76.11,147.64,48.45,71.52999999999999,mid Range,high margin
P0062,brand a five,home & kitchen,brand b,138.0,234.63,41.18,96.63,mid Range,high margin
P0063,brand c congress,personal care,brand b,185.52,243.6,23.84,58.079999999999984,mid Range,medium margin
P0064,brand b important,apparel,brand d,9.83,17.33,43.28,7.499999999999998,budget,high margin
P0065,brand c moment,personal care,brand b,57.03,103.15,44.71,46.120000000000005,mid Range,high margin
P0066,brand a computer,personal care,brand a,172.43,224.19,23.09,51.75999999999999,mid Range,medium margin
P0067,brand d indeed,home & kitchen,brand c,165.0,310.89,46.93,145.89,mid Range,high margin
P0068,brand b nice,electronics,brand b,82.7,111.71,25.97,29.00999999999999,mid Range,high margin
P0069,brand a wait,home & kitchen,brand c,130.09,189.89,31.49,59.79999999999998,mid Range,high margin
P0070,brand c quality,electronics,unknown,176.02,235.0,25.1,58.97999999999999,mid Range,high margin
P0071,brand c tough,electronics,brand a,121.33,171.21,29.13,49.88000000000001,mid Range,high margin
P0072,brand c finish,personal care,brand a,80.11,129.69,38.23,49.58,mid Range,high margin
P0073,brand c help,electronics,brand d,5.33,10.3,48.25,4.970000000000001,budget,high margin
P0074,brand b no,home & kitchen,brand d,18.64,31.65,41.11,13.009999999999998,budget,high margin
P0075,brand c better,home & kitchen,brand a,145.35,199.17,27.02,53.81999999999999,mid Range,high margin
P0076,brand c economy,personal care,brand c,83.47,114.03,26.8,30.560000000000002,mid Range,high margin
P0077,brand b need,apparel,brand d,134.66,194.08,30.62,59.420000000000016,mid Range,high margin
P0078,brand b oil,home & kitchen,brand d,111.85,123.08,9.12,11.230000000000004,mid Range,low margin
P0079,brand c southern,apparel,brand d,158.22,260.43,39.25,102.21000000000001,mid Range,high margin
P0080,brand c market,personal care,brand d,91.22,117.89,22.62,26.67,mid Range,medium margin
P0081,brand d need,apparel,brand a,60.34,102.43,41.09,42.09,mid Range,high margin
P0082,brand c society,electronics,brand b,136.2,177.36,23.21,41.160000000000025,mid Range,medium margin
P0083,brand b weight,apparel,brand a,14.01,27.82,49.64,13.81,budget,high margin
P0084,brand a head,personal care,brand d,177.8,287.7,38.2,109.89999999999998,mid Range,high margin
P0085,brand d officer,personal care,brand d,52.58,88.88,40.84,36.3,budget,high margin
P0086,brand a born,electronics,brand d,47.67,86.94,45.17,39.269999999999996,budget,high margin
P0087,brand d accept,electronics,brand b,183.91,222.39,17.3,38.47999999999999,mid Range,medium margin
P0088,brand b compare,personal care,brand c,190.26,361.93,47.43,171.67000000000002,mid Range,high margin
P0089,brand d answer,personal care,brand b,150.01,229.1,34.52,79.09,mid Range,high margin
P0090,brand c chance,apparel,brand c,154.33,242.17,36.27,87.83999999999997,mid Range,high margin
P0091,brand b add,home & kitchen,brand d,20.11,27.29,26.31,7.18,budget,high margin
P0092,brand c half,home & kitchen,brand c,179.14,210.05,14.72,30.910000000000025,mid Range,medium margin
P0093,brand b present,apparel,brand d,140.32,243.56,42.39,103.24000000000001,mid Range,high margin
P0094,brand a president,personal care,brand d,69.52,105.62,34.18,36.10000000000001,mid Range,high margin
P0095,brand a so,apparel,brand d,80.95,145.13,44.22,64.17999999999999,mid Range,high margin
P0096,brand a drive,personal care,brand d,6.15,8.71,29.39,2.5600000000000005,budget,high margin
P0097,brand d might,personal care,brand b,100.2,134.83,25.68,34.63000000000001,mid Range,high margin
P0098,brand d officer,electronics,brand d,70.55,120.73,41.56,50.18000000000001,mid Range,high margin
P0099,brand d indicate,apparel,brand d,184.31,365.42,49.56,181.11,mid Range,high margin
P0100,brand a off,personal care,brand a,21.37,31.75,32.69,10.379999999999999,budget,high margin
P0101,brand d fall,apparel,unknown,55.73,77.72,28.29,21.990000000000002,budget,high margin
P0102,brand d improve,home & kitchen,brand c,153.44,221.14,30.61,67.69999999999999,mid Range,high margin
P0103,brand d or,home & kitchen,brand a,96.71,171.58,43.64,74.87000000000002,mid Range,high margin
P0104,brand a among,home & kitchen,brand b,131.78,237.61,44.54,105.83000000000001,mid Range,high margin
P0105,brand a same,electronics,brand b,43.88,49.07,10.58,5.189999999999998,budget,medium margin
P0106,brand b follow,apparel,brand b,97.34,117.1,16.87,19.75999999999999,mid Range,medium margin
P0107,brand b never,personal care,unknown,154.55,193.34,20.06,38.78999999999999,mid Range,medium margin
P0108,brand a make,apparel,brand c,26.08,29.29,10.96,3.210000000000001,budget,medium margin
P0109,brand c break,personal care,unknown,188.59,241.11,21.78,52.52000000000001,mid Range,medium margin
P0110,brand b not,electronics,brand c,170.81,280.19,39.04,109.38,mid Range,high margin
P0111,brand a first,electronics,brand c,108.89,184.61,41.02,75.72000000000001,mid Range,high margin
P0112,brand a represent,home & kitchen,brand a,170.67,314.05,45.66,143.38000000000002,mid Range,high margin
P0113,brand a company,personal care,brand c,128.94,238.0,45.82,109.06,mid Range,high margin
P0114,brand b you,personal care,brand b,148.09,291.58,49.21,143.48999999999998,mid Range,high margin
P0115,brand c piece,personal care,brand d,89.94,158.11,43.12,68.17000000000002,mid Range,high margin
P0116,brand c sometimes,home & kitchen,brand b,166.99,196.71,15.11,29.72,mid Range,medium margin
P0117,brand d hair,apparel,brand d,116.12,197.56,41.22,81.44,mid Range,high margin
P0118,brand c manager,electronics,brand d,170.94,216.01,20.86,45.06999999999999,mid Range,medium margin
P0119,brand b quite,home & kitchen,brand c,71.37,135.05,47.15,63.68000000000001,mid Range,high margin
P0120,brand c arm,electronics,brand b,21.69,37.92,42.8,16.23,budget,high margin
P0121,brand d stand,apparel,brand d,130.95,201.89,35.14,70.94,mid Range,high margin
P0122,brand a loss,electronics,brand c,48.21,83.05,41.95,34.839999999999996,budget,high margin
P0123,brand c word,home & kitchen,brand d,112.93,159.16,29.05,46.22999999999999,mid Range,high margin
P0124,brand c every,home & kitchen,brand d,57.83,76.7,24.6,18.870000000000005,budget,medium margin
P0125,brand a off,apparel,brand c,28.31,44.79,36.79,16.48,budget,high margin
P0126,brand b history,apparel,brand b,149.03,201.02,25.86,51.99000000000001,mid Range,high margin
P0127,brand c another,electronics,brand b,62.77,89.43,29.81,26.660000000000004,budget,high margin
P0128,brand c look,electronics,brand b,58.49,115.63,49.42,57.13999999999999,mid Range,high margin
P0129,brand c let,apparel,brand d,25.0,27.78,10.01,2.780000000000001,budget,medium margin
P0130,brand c trial,personal care,brand d,90.89,115.06,21.01,24.17,mid Range,medium margin
P0131,brand a gas,home & kitchen,brand d,27.25,31.58,13.71,4.329999999999998,budget,medium margin
P0132,brand d ever,electronics,brand a,34.59,63.3,45.36,28.709999999999994,budget,high margin
P0133,brand c physical,electronics,brand b,28.1,50.24,44.07,22.14,budget,high margin
P0134,brand b step,personal care,brand d,182.16,249.13,26.88,66.97,mid Range,high margin
P0135,brand d especially,home & kitchen,brand a,123.88,218.78,43.38,94.9,mid Range,high margin
P0136,brand b treat,apparel,brand c,133.78,166.07,19.44,32.28999999999999,mid Range,medium margin
P0137,brand b money,electronics,brand b,5.52,8.31,33.57,2.790000000000001,budget,high margin
P0138,brand d prove,home & kitchen,brand a,50.14,87.06,42.41,36.92,budget,high margin
P0139,brand d own,electronics,brand b,185.16,334.96,44.72,149.79999999999998,mid Range,high margin
P0140,brand b community,personal care,brand a,111.19,187.12,40.58,75.93,mid Range,high margin
P0141,brand c hour,apparel,brand a,16.63,30.16,44.86,13.530000000000001,budget,high margin
P0142,brand c factor,personal care,brand a,96.4,132.42,27.2,36.01999999999998,mid Range,high margin
P0143,brand d dark,home & kitchen,brand d,90.36,148.03,38.96,57.67,mid Range,high margin
P0144,brand d mind,home & kitchen,brand c,10.04,13.11,23.42,3.0700000000000003,budget,medium margin
P0145,brand a stay,home & kitchen,brand a,153.81,193.44,20.49,39.629999999999995,mid Range,medium margin
P0146,brand d church,home & kitchen,brand b,199.4,297.56,32.99,98.16,mid Range,high margin
P0147,brand d safe,electronics,brand d,72.85,101.99,28.57,29.14,mid Range,high margin
P0148,brand a particular,apparel,brand c,85.27,131.82,35.31,46.55,mid Range,high margin
P0149,brand d hot,electronics,brand d,22.17,29.42,24.64,7.25,budget,medium margin
P0150,brand a serious,personal care,brand a,133.24,211.63,37.04,78.38999999999999,mid Range,high margin
P0151,brand d side,electronics,brand b,106.1,176.17,39.77,70.07,mid Range,high margin
P0152,brand d growth,personal care,brand a,44.69,71.25,37.28,26.560000000000002,budget,high margin
P0153,brand c surface,personal care,brand d,28.68,56.67,49.39,27.990000000000002,budget,high margin
P0154,brand b alone,apparel,brand c,112.41,179.52,37.38,67.11000000000001,mid Range,high margin
P0155,brand a world,apparel,brand a,94.98,114.52,17.06,19.539999999999992,mid Range,medium margin
P0156,brand b smile,personal care,brand c,104.23,140.3,25.71,36.07000000000001,mid Range,high margin
P0157,brand d past,personal care,brand b,94.07,115.72,18.71,21.650000000000006,mid Range,medium margin
P0158,brand b value,apparel,brand a,58.87,106.61,44.78,47.74,mid Range,high margin
P0159,brand d some,home & kitchen,brand c,165.01,223.52,26.18,58.51000000000002,mid Range,high margin
P0160,brand c memory,personal care,brand b,92.08,141.43,34.89,49.35000000000001,mid Range,high margin
P0161,brand c least,personal care,brand d,186.91,351.88,46.88,164.97,mid Range,high margin
P0162,brand b onto,personal care,brand b,171.92,252.67,31.96,80.75,mid Range,high margin
P0163,brand c power,personal care,unknown,80.29,136.28,41.08,55.989999999999995,mid Range,high margin
P0164,brand b whatever,personal care,brand a,29.62,58.32,49.21,28.7,budget,high margin
P0165,brand c establish,electronics,brand d,24.44,46.91,47.9,22.469999999999995,budget,high margin
P0166,brand a human,apparel,brand d,174.83,344.93,49.31,170.1,mid Range,high margin
P0167,brand a early,personal care,brand c,71.02,122.4,41.98,51.38000000000001,mid Range,high margin
P0168,brand a mouth,home & kitchen,brand d,191.06,317.95,39.91,126.88999999999999,mid Range,high margin
P0169,brand d get,electronics,brand a,50.78,87.14,41.73,36.36,budget,high margin
P0170,brand c education,apparel,unknown,89.62,106.52,15.87,16.89999999999999,mid Range,medium margin
P0171,brand a sometimes,personal care,brand b,140.33,268.46,47.73,128.12999999999997,mid Range,high margin
P0172,brand a difficult,home & kitchen,brand a,62.21,89.42,30.43,27.21,budget,high margin
P0173,brand b player,apparel,brand d,115.36,209.18,44.85,93.82000000000001,mid Range,high margin
P0174,brand b decide,apparel,brand a,123.85,178.88,30.76,55.03,mid Range,high margin
P0175,brand b give,personal care,brand b,50.28,84.17,40.26,33.89,budget,high margin
P0176,brand d offer,home & kitchen,brand a,180.29,273.81,34.16,93.52000000000001,mid Range,high margin
P0177,brand c may,apparel,brand a,91.14,128.6,29.13,37.459999999999994,mid Range,high margin
P0178,brand c use,personal care,brand c,94.08,129.07,27.11,34.989999999999995,mid Range,high margin
P0179,brand d product,personal care,brand a,51.26,82.77,38.07,31.509999999999998,budget,high margin
P0180,brand c unit,home & kitchen,brand a,195.7,331.2,40.91,135.5,mid Range,high margin
P0181,brand c card,electronics,brand a,182.57,323.27,43.52,140.7,mid Range,high margin
P0182,brand c fund,apparel,brand c,47.71,60.65,21.34,12.939999999999998,budget,medium margin
P0183,brand c direction,apparel,brand a,181.16,304.66,40.54,123.50000000000003,mid Range,high margin
P0184,brand c think,personal care,brand a,118.02,207.61,43.15,89.59000000000002,mid Range,high margin
P0185,brand a mind,home & kitchen,brand c,150.76,189.67,20.51,38.91,mid Range,medium margin
P0186,brand b who,home & kitchen,brand c,166.94,222.24,24.88,55.30000000000001,mid Range,medium margin
P0187,brand d party,home & kitchen,brand c,161.83,246.22,34.27,84.38999999999999,mid Range,high margin
P0188,brand a strong,apparel,brand b,172.73,302.59,42.92,129.85999999999999,mid Range,high margin
P0189,brand d tax,home & kitchen,brand a,159.18,177.09,10.11,17.909999999999997,mid Range,medium margin
P0190,brand a middle,personal care,brand c,136.2,232.24,41.35,96.04000000000002,mid Range,high margin
P0191,brand d face,home & kitchen,brand a,136.59,208.21,34.4,71.62,mid Range,high margin
P0192,brand c become,apparel,brand a,128.9,195.65,34.12,66.75,mid Range,high margin
P0193,brand c nothing,personal care,brand a,32.26,62.96,48.76,30.700000000000003,budget,high margin
P0194,brand c in,personal care,brand a,23.95,45.47,47.33,21.52,budget,high margin
P0195,brand b care,personal care,brand d,77.35,151.18,48.84,73.83000000000001,mid Range,high margin
P0196,brand d strategy,apparel,brand d,132.71,245.56,45.96,112.85,mid Range,high margin
P0197,brand d campaign,home & kitchen,brand a,139.6,180.86,22.81,41.26000000000002,mid Range,medium margin
P0198,brand d instead,apparel,brand c,24.37,41.85,41.77,17.48,budget,high margin
P0199,brand c grow,electronics,brand d,58.8,115.92,49.28,57.120000000000005,mid Range,high margin
P0200,brand d while,electronics,brand b,130.13,213.08,38.93,82.95000000000002,mid Range,high margin
P0201,brand a good,electronics,brand c,52.5,63.7,17.58,11.200000000000003,budget,medium margin
P0202,brand b simple,electronics,brand b,119.34,218.6,45.41,99.25999999999999,mid Range,high margin
P0203,brand b since,home & kitchen,brand b,158.79,259.84,38.89,101.04999999999998,mid Range,high margin
P0204,brand c right,apparel,brand b,110.34,200.67,45.01,90.32999999999998,mid Range,high margin
P0205,brand a congress,electronics,brand b,7.9,14.31,44.79,6.41,budget,high margin
P0206,brand b police,home & kitchen,brand a,38.98,44.72,12.84,5.740000000000002,budget,medium margin
P0207,brand d use,electronics,brand a,97.87,176.19,44.45,78.32,mid Range,high margin
P0208,brand a situation,personal care,brand b,189.36,215.69,12.21,26.329999999999984,mid Range,medium margin
P0209,brand c over,personal care,brand a,16.86,25.81,34.68,8.95,budget,high margin
P0210,brand d discuss,personal care,brand a,100.6,193.02,47.88,92.42000000000002,mid Range,high margin
P0211,brand a middle,electronics,brand c,123.62,143.29,13.73,19.669999999999987,mid Range,medium margin
P0212,brand c finally,home & kitchen,brand d,198.95,313.84,36.61,114.88999999999999,mid Range,high margin
P0213,brand d young,personal care,brand a,159.65,192.05,16.87,32.400000000000006,mid Range,medium margin
P0214,brand b apply,personal care,brand d,178.18,262.36,32.09,84.18,mid Range,high margin
P0215,brand d whom,personal care,brand d,147.27,203.42,27.6,56.14999999999998,mid Range,high margin
P0216,brand c between,home & kitchen,brand c,190.95,328.08,41.8,137.13,mid Range,high margin
P0217,brand d husband,electronics,brand a,167.2,197.95,15.53,30.75,mid Range,medium margin
P0218,brand a child,home & kitchen,brand b,113.49,184.74,38.57,71.25000000000001,mid Range,high margin
P0219,brand c radio,electronics,brand d,73.95,125.63,41.14,51.67999999999999,mid Range,high margin
P0220,brand d artist,electronics,brand c,122.08,172.92,29.4,50.83999999999999,mid Range,high margin
P0221,brand b network,apparel,brand d,48.73,58.35,16.49,9.620000000000005,budget,medium margin
P0222,brand c business,electronics,brand c,116.95,213.61,45.25,96.66000000000001,mid Range,high margin
P0223,brand a song,home & kitchen,brand a,40.18,69.61,42.28,29.43,budget,high margin
P0224,brand c mouth,home & kitchen,brand c,6.19,11.66,46.91,5.47,budget,high margin
P0225,brand d week,electronics,brand b,149.49,295.19,49.36,145.7,mid Range,high margin
P0226,brand a other,apparel,brand d,86.87,122.21,28.92,35.33999999999999,mid Range,high margin
P0227,brand c recent,home & kitchen,brand c,156.48,252.06,37.92,95.58000000000001,mid Range,high margin
P0228,brand a herself,electronics,brand b,35.69,59.1,39.61,23.410000000000004,budget,high margin
P0229,brand a degree,home & kitchen,brand d,134.08,206.09,34.94,72.00999999999999,mid Range,high margin
P0230,brand d car,personal care,brand c,47.04,73.43,35.94,26.390000000000008,budget,high margin
P0231,brand c part,personal care,brand a,60.23,103.03,41.54,42.800000000000004,mid Range,high margin
P0232,brand d poor,home & kitchen,brand a,48.0,95.33,49.65,47.33,budget,high margin
P0233,brand a relationship,electronics,brand b,63.78,82.28,22.48,18.5,budget,medium margin
P0234,brand b cup,home & kitchen,brand c,68.98,76.36,9.66,7.3799999999999955,budget,low margin
P0235,brand d list,apparel,brand b,79.14,137.17,42.31,58.02999999999999,mid Range,high margin
P0236,brand c still,electronics,brand d,173.04,196.93,12.13,23.890000000000015,mid Range,medium margin
P0237,brand a during,personal care,brand a,173.11,280.12,38.2,107.00999999999999,mid Range,high margin
P0238,brand d say,personal care,brand c,27.46,30.72,10.61,3.259999999999998,budget,medium margin
P0239,brand c market,apparel,brand d,167.25,322.42,48.13,155.17000000000002,mid Range,high margin
P0240,brand a real,personal care,unknown,52.45,85.49,38.65,33.03999999999999,budget,high margin
P0241,brand a town,personal care,brand c,150.43,195.47,23.04,45.03999999999999,mid Range,medium margin
P0242,brand b report,electronics,brand a,108.47,138.25,21.54,29.78,mid Range,medium margin
P0243,brand c who,home & kitchen,unknown,51.07,62.91,18.82,11.839999999999996,budget,medium margin
P0244,brand b walk,apparel,brand b,153.24,258.97,40.83,105.73000000000002,mid Range,high margin
P0245,brand b we,personal care,brand d,152.12,271.37,43.94,119.25,mid Range,high margin
P0246,brand d social,home & kitchen,brand c,34.44,40.0,13.9,5.560000000000002,budget,medium margin
P0247,brand d hundred,home & kitchen,brand c,120.33,170.48,29.42,50.14999999999999,mid Range,high margin
P0248,brand a teacher,home & kitchen,brand d,93.12,107.2,13.13,14.079999999999998,mid Range,medium margin
P0249,brand c firm,electronics,brand a,124.93,194.44,35.75,69.50999999999999,mid Range,high margin
P0250,brand d hard,electronics,brand d,182.26,294.26,38.06,112.0,mid Range,high margin
P0251,brand b task,home & kitchen,brand d,102.77,201.63,49.03,98.86,mid Range,high margin
P0252,brand d do,electronics,brand c,196.57,231.15,14.96,34.58000000000001,mid Range,medium margin
P0253,brand b someone,electronics,brand b,142.99,284.82,49.8,141.82999999999998,mid Range,high margin
P0254,brand b least,home & kitchen,brand c,184.0,266.56,30.97,82.56,mid Range,high margin
P0255,brand c exactly,electronics,brand c,17.85,21.15,15.6,3.299999999999997,budget,medium margin
P0256,brand d now,home & kitchen,brand c,146.13,247.09,40.86,100.96000000000001,mid Range,high margin
P0257,brand b mean,home & kitchen,brand a,118.63,145.59,18.52,26.960000000000008,mid Range,medium margin
P0258,brand c rise,home & kitchen,brand d,30.15,52.4,42.46,22.25,budget,high margin
P0259,brand a current,home & kitchen,brand d,130.48,182.1,28.35,51.620000000000005,mid Range,high margin
P0260,brand b thought,electronics,brand d,104.16,116.29,10.43,12.13000000000001,mid Range,medium margin
P0261,brand c serve,apparel,brand b,71.64,128.2,44.12,56.55999999999999,mid Range,high margin
P0262,brand b speak,apparel,brand b,35.21,48.1,26.8,12.89,budget,high margin
P0263,brand a candidate,electronics,brand c,175.9,291.33,39.62,115.42999999999998,mid Range,high margin
P0264,brand d pretty,apparel,brand b,40.26,69.39,41.98,29.130000000000003,budget,high margin
P0265,brand b line,personal care,brand a,85.12,145.45,41.48,60.329999999999984,mid Range,high margin
P0266,brand b often,personal care,brand c,151.72,273.92,44.61,122.20000000000002,mid Range,high margin
P0267,brand b edge,apparel,brand c,193.29,349.07,44.63,155.78,mid Range,high margin
P0268,brand b reason,home & kitchen,brand d,95.03,128.63,26.12,33.599999999999994,mid Range,high margin
P0269,brand d give,personal care,brand b,164.29,299.19,45.09,134.9,mid Range,high margin
P0270,brand b person,home & kitchen,brand a,130.03,245.33,47.0,115.30000000000001,mid Range,high margin
P0271,brand a how,electronics,brand c,21.36,26.58,19.64,5.219999999999999,budget,medium margin
P0272,brand d political,apparel,brand d,22.88,43.92,47.91,21.040000000000003,budget,high margin
P0273,brand d continue,home & kitchen,brand a,85.9,125.14,31.36,39.239999999999995,mid Range,high margin
P0274,brand c upon,apparel,brand d,198.93,285.95,30.43,87.01999999999998,mid Range,high margin
P0275,brand a similar,home & kitchen,brand a,168.64,284.15,40.65,115.50999999999999,mid Range,high margin
P0276,brand b near,apparel,brand a,60.94,112.54,45.85,51.60000000000001,mid Range,high margin
P0277,brand b management,personal care,unknown,124.99,239.39,47.79,114.39999999999999,mid Range,high margin
P0278,brand a tough,home & kitchen,brand b,167.82,267.49,37.26,99.67000000000002,mid Range,high margin
P0279,brand d significant,electronics,brand c,51.34,62.1,17.33,10.759999999999998,budget,medium margin
P0280,brand b itself,personal care,brand d,17.25,31.96,46.03,14.71,budget,high margin
P0281,brand d force,electronics,brand b,145.12,197.67,26.58,52.54999999999998,mid Range,high margin
P0282,brand a where,home & kitchen,brand b,116.28,147.51,21.17,31.22999999999999,mid Range,medium margin
P0283,brand a outside,home & kitchen,brand a,190.91,303.48,37.09,112.57000000000002,mid Range,high margin
P0284,brand a become,personal care,brand d,13.49,19.54,30.96,6.049999999999999,budget,high margin
P0285,brand c everybody,home & kitchen,brand a,74.63,86.63,13.85,12.0,budget,medium margin
P0286,brand b film,electronics,brand c,31.01,43.94,29.43,12.929999999999996,budget,high margin
P0287,brand c arm,apparel,brand d,196.26,300.41,34.67,104.15000000000003,mid Range,high margin
P0288,brand b owner,apparel,brand a,144.63,281.92,48.7,137.29000000000002,mid Range,high margin
P0289,brand a toward,home & kitchen,brand b,13.54,17.32,21.82,3.780000000000001,budget,medium margin
P0290,brand a ball,home & kitchen,brand c,105.5,209.97,49.75,104.47,mid Range,high margin
P0291,brand d memory,home & kitchen,brand a,151.89,193.2,21.38,41.31,mid Range,medium margin
P0292,brand c use,electronics,brand c,58.28,106.04,45.04,47.760000000000005,mid Range,high margin
P0293,brand d president,personal care,brand d,179.45,259.84,30.94,80.38999999999999,mid Range,high margin
P0294,brand b whatever,personal care,brand d,76.63,139.28,44.98,62.650000000000006,mid Range,high margin
P0295,brand c right,electronics,brand d,20.39,33.48,39.1,13.089999999999996,budget,high margin
P0296,brand b popular,home & kitchen,brand c,25.01,34.89,28.32,9.879999999999999,budget,high margin
P0297,brand c staff,home & kitchen,brand d,122.51,181.74,32.59,59.230000000000004,mid Range,high margin
P0298,brand d open,home & kitchen,brand d,13.26,24.97,46.9,11.709999999999999,budget,high margin
P0299,brand c involve,personal care,brand c,129.7,235.06,44.82,105.36000000000001,mid Range,high margin
P0300,brand a still,electronics,brand d,75.85,138.12,45.08,62.27000000000001,mid Range,high margin
P0301,brand b those,electronics,brand b,170.49,291.59,41.53,121.09999999999997,mid Range,high margin
P0302,brand d player,electronics,brand b,18.11,32.61,44.46,14.5,budget,high margin
